Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,False,0,607,1,9,3,0,4,0,66,2,3,3,3,1,10685,23457,2,True,20,4,2,1,17,2,3,17,14,5,15
35,True,1,130,1,25,4,0,4,0,96,3,1,1,2,2,2022,16612,2,True,19,3,1,1,10,3,2,10,2,7,8
32,False,2,300,1,1,3,0,4,1,61,3,1,2,4,2,2314,9148,1,False,12,3,2,1,4,2,3,3,0,0,2
25,False,0,583,0,4,1,3,3,1,87,2,2,0,1,1,4256,18154,2,False,12,3,1,0,5,1,4,5,2,0,3
49,False,0,1418,1,1,3,4,3,0,36,3,1,1,1,1,3580,10554,3,False,16,3,2,1,7,2,3,4,2,0,2
24,False,2,1269,1,4,1,0,1,1,46,2,1,2,4,1,3162,10778,1,False,17,3,4,0,6,2,2,5,2,3,4
32,False,1,379,0,5,2,0,2,1,48,3,2,0,2,1,6524,8891,2,False,14,3,4,1,10,3,3,10,8,5,3
38,False,0,395,0,9,3,3,2,1,98,2,1,6,2,1,2899,12102,1,False,19,3,4,1,3,3,3,2,2,1,2
42,False,0,1265,1,3,3,0,3,0,95,4,2,2,4,1,5231,23726,3,True,13,3,2,1,17,1,2,5,3,1,3
31,False,0,1222,1,11,4,0,4,1,48,3,1,1,4,1,2356,14871,4,True,19,3,2,1,8,2,3,6,4,0,2
29,True,0,341,0,1,3,2,2,0,48,2,1,6,3,2,2800,23522,7,True,19,3,3,3,5,3,3,3,2,0,2
53,False,0,868,0,8,3,3,1,1,73,3,4,0,4,1,11836,22789,6,False,14,3,3,1,28,3,3,2,0,2,2
35,False,0,672,1,25,3,4,4,1,78,2,3,3,2,1,10903,9129,4,False,16,3,1,0,16,2,3,13,10,4,8
37,False,1,1231,0,21,2,2,3,0,54,3,1,6,4,1,2973,21222,6,False,15,3,2,1,10,3,3,5,4,0,0
53,False,0,102,1,23,4,0,4,0,72,3,4,7,4,0,14275,20206,7,False,18,3,3,0,33,0,3,12,9,3,8
43,False,1,422,1,1,3,0,4,0,33,3,2,4,4,1,5562,21782,5,False,13,3,2,1,12,2,2,5,2,2,2
47,False,0,249,0,2,2,3,3,0,35,3,2,0,4,1,4537,17783,1,True,22,4,1,1,8,2,3,7,6,7,7
37,False,2,1252,0,19,2,2,1,1,32,3,3,0,2,0,7642,4814,2,True,13,3,4,0,10,2,3,10,0,0,9
50,False,2,881,1,2,4,0,1,1,98,3,4,5,1,2,17924,4544,2,False,11,3,4,1,31,3,3,31,6,14,7
39,False,0,1383,2,2,3,0,4,0,42,2,2,8,4,1,5204,7790,9,False,11,3,3,2,13,2,3,5,4,0,4
33,False,0,1075,2,3,2,5,4,1,57,3,1,8,2,2,2277,22650,4,True,11,3,3,1,7,4,4,4,3,0,3
32,True,0,374,1,25,4,0,1,1,87,3,1,2,4,0,2795,18016,2,True,24,4,3,0,1,2,1,1,0,0,1
29,False,0,1086,1,7,1,2,1,0,62,2,1,2,4,2,2532,6054,7,False,14,3,3,3,8,5,3,4,3,0,3
44,False,0,661,1,9,2,0,2,1,61,3,1,1,1,1,2559,7508,2,True,13,3,4,0,8,0,3,8,7,7,1
28,False,0,821,0,5,4,2,1,1,98,3,2,0,4,0,4908,24252,2,False,14,3,2,0,4,3,3,4,2,0,2
58,True,1,781,1,2,1,0,4,1,57,2,1,2,4,2,2380,13384,10,True,14,3,4,1,3,3,2,1,0,0,0
43,False,0,177,1,8,3,0,1,0,55,3,2,3,2,2,4765,23814,5,False,21,4,3,1,4,2,4,1,0,0,0
20,True,0,500,0,2,3,2,3,0,49,2,1,6,3,0,2044,22052,2,False,13,3,4,0,2,3,2,2,2,0,2
21,True,0,1427,1,18,1,1,4,0,65,3,1,1,4,0,2693,8870,2,False,19,3,1,0,1,3,2,1,0,0,0
36,False,0,1425,1,14,1,0,3,1,68,3,2,4,4,1,6586,4821,1,True,17,3,1,1,17,2,2,16,8,4,11
47,False,0,1454,0,2,4,0,4,0,65,2,1,6,4,0,3294,13137,2,True,18,3,1,0,3,3,2,3,2,1,2
22,True,0,617,1,3,1,0,2,0,34,3,2,3,3,1,4171,10022,1,True,19,3,1,1,4,3,4,3,2,0,2
41,True,0,1085,1,2,4,0,2,0,57,1,1,2,4,2,2778,17725,5,True,13,3,3,1,10,1,2,7,7,1,0
28,False,0,995,1,9,3,2,3,0,77,3,1,1,3,2,2377,9834,6,False,18,3,2,1,6,2,3,2,2,2,2
39,True,0,1122,1,6,3,2,4,1,70,3,1,2,1,1,2404,4303,8,True,21,4,4,0,8,2,1,2,2,2,2
27,False,0,618,1,4,3,0,2,0,76,3,1,1,3,0,2318,17808,2,False,19,3,3,0,1,2,3,1,1,0,0
34,False,0,546,1,10,3,0,2,1,83,3,1,2,2,2,2008,6896,2,False,14,3,2,2,1,3,3,1,0,1,0
42,False,0,462,0,14,2,2,3,0,68,2,2,0,3,0,6244,7824,8,False,17,3,1,0,10,6,3,5,4,0,3
33,False,0,1198,1,1,4,1,3,1,100,2,1,1,1,0,2799,3339,4,True,11,3,2,0,6,1,3,3,2,0,2
58,False,0,1272,1,5,3,4,3,0,37,2,3,4,2,2,10552,9255,3,True,13,3,4,1,24,3,3,6,0,0,4
31,False,0,154,0,7,4,0,2,1,41,2,1,6,3,1,2329,11737,4,False,15,3,2,0,13,2,4,7,7,5,2
35,False,0,1137,1,21,1,0,4,0,51,3,2,4,4,1,4014,19170,2,True,25,4,4,1,10,2,1,10,6,0,7
49,False,0,527,1,8,2,1,1,0,51,3,3,2,2,1,7403,22477,5,False,11,3,3,1,29,3,2,26,9,1,7
48,False,0,1469,1,20,4,2,4,1,51,3,1,1,3,1,2259,5543,5,False,17,3,1,2,13,2,2,0,0,0,0
31,False,2,1188,0,20,2,3,4,0,45,3,2,0,3,1,6932,24406,2,False,13,3,4,1,9,2,2,9,8,0,0
36,False,0,188,1,7,4,1,2,1,65,3,1,1,4,0,4678,23293,3,False,18,3,3,0,8,6,3,6,2,0,1
38,False,0,1333,1,1,3,4,4,0,80,3,3,7,1,1,13582,16292,2,False,13,3,2,1,15,3,3,15,12,5,11
32,False,2,1184,1,1,3,0,3,0,70,2,1,2,2,1,2332,3974,7,False,20,4,3,0,5,3,3,3,0,0,2
25,True,0,867,0,19,2,3,3,1,36,2,1,6,2,1,2413,18798,2,True,18,3,3,3,1,2,3,1,0,0,0
40,False,0,658,0,10,4,3,1,1,67,2,3,0,2,2,9705,20652,3,False,12,3,2,1,11,2,2,1,0,0,0
26,False,1,1283,0,1,3,2,3,1,52,2,2,0,1,0,4294,11148,2,False,12,3,2,0,7,2,3,7,7,0,7
41,False,0,263,1,6,3,2,4,1,59,3,1,2,1,0,4721,3119,3,True,13,3,3,0,20,3,3,18,13,2,17
36,False,0,938,1,2,4,2,3,1,79,3,1,2,3,0,2519,12287,5,False,21,4,3,0,16,6,3,11,8,3,9
19,True,0,419,0,21,3,1,4,1,37,2,1,6,2,0,2121,9947,2,True,13,3,2,0,1,3,4,1,0,0,0
20,True,0,129,1,4,3,4,1,1,84,3,1,2,1,0,2973,13008,2,False,19,3,2,0,1,2,3,1,0,0,0
31,False,0,616,1,12,3,2,4,0,41,3,2,4,4,1,5855,17369,1,True,11,3,3,2,10,2,1,9,7,8,5
40,False,1,1469,1,9,4,2,4,1,35,3,1,1,2,2,3617,25063,9,True,14,3,4,1,3,2,3,1,1,0,0
32,False,0,498,1,3,4,2,3,0,93,3,2,3,1,1,6725,13554,2,False,12,3,3,1,8,2,4,8,7,6,3
36,True,0,530,0,3,1,0,3,1,51,2,3,0,4,1,10325,5518,2,True,11,3,1,1,16,6,3,16,7,3,7
33,False,0,1069,1,1,3,0,2,0,42,2,2,4,4,0,6949,12291,1,False,14,3,1,0,6,3,3,5,0,1,4
37,True,0,625,0,1,4,0,1,1,46,2,3,0,3,1,10609,14922,6,False,11,3,3,0,17,2,1,14,1,11,7
45,False,2,805,1,4,2,0,3,1,57,3,2,2,2,1,4447,23163,2,False,12,3,2,0,9,5,2,9,7,0,8
29,False,1,1404,0,20,3,4,3,0,84,3,1,6,4,1,2157,18203,2,False,15,3,2,1,3,5,3,3,1,0,2
35,False,0,1219,0,18,3,2,3,0,86,3,2,0,3,1,4601,6179,2,False,16,3,2,0,5,3,3,5,2,1,0
52,False,0,1053,1,1,2,0,4,1,70,3,4,5,4,1,17099,13829,3,False,15,3,2,1,26,2,2,9,8,7,8
58,True,0,289,1,2,3,4,4,1,51,3,1,1,3,0,2479,26227,5,False,24,4,1,0,7,4,3,1,0,0,0
53,False,0,1376,0,2,2,2,3,1,45,3,4,5,3,2,14852,13938,7,False,13,3,3,1,22,3,4,17,13,15,2
30,False,0,231,0,8,2,1,3,1,62,3,3,0,3,2,7264,9977,6,False,11,3,1,1,10,2,4,8,4,7,7
38,False,2,152,0,10,3,4,3,0,85,3,2,0,4,0,5666,19899,2,True,13,3,2,0,6,1,3,5,3,1,3
35,False,0,882,0,3,4,0,4,1,92,3,3,0,4,2,7823,6812,7,False,13,3,2,1,12,2,3,10,9,0,8
39,False,0,903,0,2,5,0,1,1,41,4,3,0,3,0,7880,2560,1,False,18,3,4,0,9,3,3,8,7,0,7
40,True,2,1479,0,24,3,0,2,0,100,4,4,0,2,0,13194,17071,5,True,16,3,4,0,22,2,2,1,0,0,0
47,False,1,1379,1,16,4,2,3,1,64,4,2,3,3,2,5067,6759,2,True,19,3,3,0,20,3,4,19,10,2,7
36,False,2,1229,0,8,4,4,1,1,84,3,2,0,4,2,5079,25952,5,False,13,3,4,2,12,3,3,7,7,0,7
31,True,2,335,1,9,2,2,3,1,46,2,1,1,1,0,2321,10322,1,True,22,4,1,0,4,0,3,3,2,1,2
33,False,2,722,0,17,3,0,4,1,38,3,4,5,3,0,17444,20489,2,False,11,3,4,0,10,2,3,10,8,6,0
29,True,0,906,1,10,3,0,4,0,92,2,1,1,1,0,2404,11479,7,True,20,4,3,0,3,5,3,0,0,0,0
33,False,0,461,1,13,1,0,2,0,53,3,1,1,4,0,3452,17241,4,False,18,3,1,0,5,4,3,3,2,0,2
45,False,0,974,1,1,4,2,4,0,91,3,1,2,4,2,2270,11005,4,False,14,3,4,2,8,2,3,5,3,0,2
50,False,0,1126,1,1,2,2,4,1,66,3,4,7,4,2,17399,6615,10,False,22,4,3,1,32,1,2,5,4,1,3
33,False,1,827,1,1,4,1,3,0,84,4,2,4,2,1,5488,20161,2,True,13,3,1,1,6,2,3,6,5,1,2
41,False,1,840,1,9,3,2,1,1,64,3,5,7,3,2,19419,3735,3,False,17,3,2,1,21,2,4,18,16,0,11
27,False,0,1134,1,16,4,4,3,0,37,3,1,2,2,1,2811,12086,10,False,14,3,2,1,4,2,3,2,2,2,2
45,False,2,248,1,23,2,0,4,1,42,3,2,2,1,1,3633,14039,2,True,15,3,3,1,9,2,3,9,8,0,8
47,False,0,955,0,4,2,0,4,0,83,3,2,0,4,0,4163,8571,2,True,17,3,3,0,9,0,3,9,0,0,7
30,True,0,138,1,22,3,0,1,0,48,3,1,1,3,1,2132,11539,5,True,11,3,2,0,7,2,3,5,2,0,1
50,False,0,939,1,24,3,0,4,1,95,3,4,3,3,1,13973,4161,4,True,18,3,4,1,22,2,3,12,11,1,5
38,False,1,1391,1,10,1,2,3,1,66,3,1,1,3,1,2684,12127,1,False,17,3,2,1,3,0,2,2,1,0,2
46,False,0,566,1,7,2,2,4,1,75,3,3,3,3,2,10845,24208,7,False,13,3,2,1,13,3,3,8,7,0,7
24,False,0,1206,1,17,1,2,4,0,41,2,2,3,3,2,4377,24117,2,False,15,3,2,2,5,6,3,4,2,3,2
35,True,0,622,1,14,4,1,3,1,39,2,1,2,2,2,3743,10074,2,True,24,4,4,1,5,2,1,4,2,0,2
31,False,1,853,1,1,1,0,3,0,96,3,2,3,1,1,4148,11275,2,False,12,3,3,1,4,1,3,4,3,0,3
18,False,2,287,1,5,2,0,2,1,73,3,1,1,4,0,1051,13493,2,False,15,3,4,0,0,2,3,0,0,0,0
54,False,0,1441,1,17,3,4,3,0,56,3,3,3,3,1,10739,13943,9,False,11,3,3,1,22,2,3,10,7,0,8
35,False,0,583,1,25,4,2,3,0,57,3,3,4,3,2,10388,6975,2,True,11,3,3,1,16,3,2,16,10,10,1
30,False,0,153,1,8,2,0,2,0,73,4,3,7,1,1,11416,17802,1,True,12,3,3,3,9,4,2,8,7,1,7
20,True,0,1097,1,11,3,2,4,0,98,2,1,1,1,0,2600,18275,2,True,15,3,1,0,1,2,3,1,0,0,0
30,True,1,109,1,5,3,2,2,0,60,3,1,2,2,0,2422,25725,1,False,17,3,1,0,4,3,3,3,2,1,2
26,False,0,1066,1,2,2,2,4,1,32,4,2,3,4,1,5472,3334,2,False,12,3,2,0,8,2,3,8,7,1,3
22,False,0,217,1,8,1,0,2,1,94,1,1,2,1,1,2451,6881,2,False,15,3,1,1,4,3,2,4,3,1,1
48,False,0,277,1,6,3,0,1,1,97,2,2,4,3,0,4240,13119,3,False,13,3,4,0,19,0,3,2,2,2,2
48,False,0,1355,1,4,4,0,3,1,78,2,3,4,3,0,10999,22245,8,False,14,3,2,0,27,3,3,15,11,4,8
41,False,0,549,1,7,2,2,4,0,42,3,2,3,3,0,5003,23371,7,False,14,3,2,0,8,6,3,2,2,2,1
39,False,0,466,1,1,1,0,4,0,65,2,4,3,4,1,12742,7060,2,False,16,3,3,1,21,3,3,21,6,11,8
27,False,0,1055,1,2,4,0,1,0,47,3,2,3,4,1,4227,4658,1,False,18,3,2,1,4,2,3,3,2,2,2
35,False,0,802,1,10,3,1,2,1,45,3,1,2,4,2,3917,9541,2,False,20,4,1,1,3,4,2,3,2,1,2
42,False,0,265,0,5,2,3,4,1,90,3,5,5,3,1,18303,7770,7,False,13,3,2,0,21,3,4,1,0,0,0
50,False,0,804,1,9,3,0,1,1,64,3,1,2,4,1,2380,20165,5,False,18,3,2,0,8,5,3,1,0,0,0
59,False,0,715,1,2,3,0,3,0,69,2,4,3,4,0,13726,21829,4,True,13,3,1,0,30,4,3,5,3,4,3
37,True,0,1141,1,11,2,2,1,0,61,1,2,4,2,1,4777,14382,6,False,15,3,1,0,15,2,1,1,0,0,0
55,False,1,135,1,18,4,2,3,1,62,3,2,4,2,1,6385,12992,4,True,14,3,4,2,17,3,3,8,7,6,7
41,False,2,247,1,7,1,0,2,0,55,1,5,7,3,2,19973,20284,2,False,22,4,2,2,21,3,3,21,16,5,10
38,False,0,1035,0,3,4,0,2,1,42,3,2,0,4,0,6861,4981,9,True,12,3,3,0,19,1,3,1,0,0,0
26,True,2,265,0,29,2,2,2,1,79,1,2,0,1,0,4969,21813,9,False,18,3,4,0,7,6,3,2,2,2,2
52,True,0,266,0,2,1,3,1,0,57,1,5,5,4,1,19845,25846,2,False,15,3,4,1,33,3,3,32,14,6,9
44,False,0,1448,0,28,3,2,4,0,53,4,4,0,4,1,13320,11737,4,True,18,3,3,1,23,2,3,12,11,11,11
50,False,2,145,0,1,3,0,4,0,95,3,2,0,3,1,6347,24920,1,False,12,3,1,1,19,3,3,18,7,0,13
36,True,0,885,1,16,4,0,3,0,43,4,1,2,1,0,2743,8269,2,False,16,3,3,0,18,1,3,17,13,15,14
39,False,1,945,1,22,3,2,4,0,82,3,3,3,1,0,10880,5083,2,True,13,3,3,0,21,2,3,21,6,2,8
33,False,2,1038,0,8,1,0,2,0,88,2,1,6,4,0,2342,21437,1,False,19,3,4,0,3,2,2,2,2,2,2
45,False,0,1234,0,11,2,0,4,0,90,3,4,5,4,1,17650,5404,4,False,13,3,2,1,26,4,4,9,3,1,1
32,False,2,1109,1,29,4,2,4,0,69,3,1,2,3,0,4025,11135,10,False,12,3,2,0,10,2,3,8,7,7,7
34,False,0,216,0,1,4,3,2,1,75,4,2,0,4,2,9725,12278,1,False,11,3,4,1,16,2,2,15,1,0,9
59,False,0,1089,0,1,2,4,2,1,66,3,3,5,4,1,11904,11038,4,True,14,3,3,1,14,1,1,6,4,0,4
45,False,0,788,2,24,4,2,2,1,36,3,1,8,2,0,2177,8318,2,False,16,3,1,0,6,3,3,6,3,0,4
53,False,1,124,0,2,3,3,3,0,38,2,3,0,2,1,7525,23537,3,False,12,3,1,1,30,2,3,15,7,6,12
36,True,0,660,1,15,3,1,1,1,81,3,2,2,3,2,4834,7858,8,False,14,3,2,1,9,3,2,1,0,0,0
26,True,1,342,1,2,3,0,1,1,57,3,1,1,1,1,2042,15346,7,True,14,3,2,1,6,2,3,3,2,1,2
34,False,0,1333,0,10,4,0,3,0,87,3,1,6,3,1,2220,18410,2,True,19,3,4,1,1,2,3,1,1,0,0
28,False,0,1144,0,10,1,2,4,1,74,3,1,6,2,1,1052,23384,2,False,22,4,2,0,1,5,3,1,0,0,0
38,False,1,1186,1,3,4,1,3,1,44,3,1,1,3,1,2821,2997,4,False,16,3,1,1,8,2,3,2,2,2,2
50,False,0,1464,1,2,4,2,2,1,62,3,5,7,3,1,19237,12853,3,True,11,3,4,1,29,2,2,8,1,7,7
37,False,0,124,1,3,3,1,4,0,35,3,2,4,2,0,4107,13848,4,False,15,3,1,0,8,3,2,4,3,0,1
40,False,0,300,0,26,3,3,3,1,74,3,2,0,1,1,8396,22217,2,False,14,3,2,1,8,3,2,7,7,7,5
26,False,1,921,1,1,1,2,1,0,66,2,1,1,3,2,2007,25265,2,False,13,3,3,2,5,5,3,5,3,1,3
46,False,0,430,1,1,4,2,4,1,40,3,5,7,4,2,19627,21445,10,False,17,3,4,2,23,0,3,2,2,2,2
54,False,0,1082,0,2,4,0,3,0,41,2,3,0,3,1,10686,8392,7,False,11,3,2,1,13,4,3,9,4,7,0
56,False,1,1240,1,9,3,2,1,0,63,3,1,1,3,1,2942,12154,3,False,19,3,2,1,18,4,3,5,4,0,3
36,False,0,796,1,12,5,2,4,0,51,2,3,3,4,0,8858,15669,1,False,11,3,2,0,15,2,2,14,8,7,8
55,False,2,444,1,2,1,2,3,1,40,2,4,5,1,0,16756,17323,8,False,15,3,2,0,31,3,4,9,7,6,2
43,False,0,415,0,25,3,2,3,1,79,2,3,0,4,2,10798,5268,6,False,13,3,3,1,18,5,3,1,0,0,0
20,True,1,769,0,9,3,3,4,0,54,3,1,6,4,0,2323,17205,2,True,14,3,2,0,2,3,3,2,2,0,2
21,True,0,1334,1,10,3,0,3,0,36,2,1,2,1,0,1416,17258,2,False,13,3,1,0,1,6,2,1,0,1,0
46,False,0,1003,1,8,4,0,4,0,74,2,2,1,1,2,4615,21029,9,True,23,4,1,3,19,2,3,16,13,1,7
51,True,0,1323,1,4,4,0,1,1,34,3,1,1,3,1,2461,10332,10,True,12,3,3,3,18,2,4,10,0,2,7
28,True,2,1366,1,24,2,4,2,1,72,2,3,4,1,0,8722,12355,2,False,12,3,1,0,10,2,2,10,7,1,9
26,False,0,192,1,1,2,2,1,1,59,2,1,2,1,1,3955,11141,2,False,16,3,1,2,6,2,3,5,3,1,3
30,False,0,1176,1,20,3,1,3,1,85,3,2,3,1,1,9957,9096,1,False,15,3,3,1,7,1,2,6,2,0,2
41,False,0,509,1,7,2,4,2,0,43,4,1,1,3,1,3376,18863,2,False,13,3,3,0,10,3,3,10,6,0,8
38,False,0,330,1,17,1,0,3,0,65,2,3,4,3,1,8823,24608,1,False,18,3,1,1,20,4,2,19,9,1,9
40,False,0,1492,1,20,4,4,1,1,61,3,3,4,4,1,10322,26542,5,False,20,4,4,1,14,6,3,11,10,11,1
27,False,2,1277,1,8,5,0,1,1,87,1,1,2,3,1,4621,5869,2,False,19,3,4,3,3,4,3,3,2,1,2
55,False,1,1091,1,2,1,0,4,1,65,3,3,3,2,1,10976,15813,4,False,18,3,2,1,23,4,3,3,2,1,2
28,False,0,857,1,10,3,1,3,0,59,3,2,1,3,0,3660,7909,4,False,13,3,4,0,10,4,4,8,7,1,7
44,True,0,1376,2,1,2,2,2,1,91,2,3,8,1,1,10482,2326,10,False,14,3,4,1,24,1,3,20,6,3,6
33,False,0,654,1,5,3,0,4,1,34,2,3,4,4,2,7119,21214,5,False,15,3,3,1,9,2,3,3,2,1,2
35,True,0,1204,0,4,3,4,4,1,86,3,3,0,1,0,9582,10333,1,True,22,4,1,0,9,2,3,8,7,4,7
33,True,1,827,1,29,4,2,1,0,54,2,2,1,3,0,4508,3129,2,False,22,4,2,0,14,4,3,13,7,3,8
28,False,0,895,1,15,2,0,1,1,50,3,1,2,3,2,2207,22482,2,False,16,3,4,1,4,5,2,4,2,2,2
34,False,1,618,1,3,1,0,1,1,45,3,2,4,4,0,7756,22266,1,False,17,3,3,0,7,1,2,6,2,0,4
37,False,0,309,0,10,4,0,4,0,88,2,2,0,4,2,6694,24223,3,True,14,3,3,3,8,5,3,1,0,0,0
25,True,0,1219,1,4,1,4,4,1,32,3,1,2,4,1,3691,4605,2,True,15,3,2,1,7,3,4,7,7,5,6
26,True,0,1330,1,21,3,2,1,1,37,3,1,2,3,2,2377,19373,2,False,20,4,3,1,1,0,2,1,1,0,0
33,True,0,1017,1,25,3,2,1,1,55,2,1,1,2,0,2313,2993,5,True,20,4,2,0,5,0,3,2,2,2,2
42,False,0,469,1,2,2,2,4,1,35,3,4,5,1,1,17665,14399,1,False,17,3,4,1,23,3,3,22,6,13,7
28,True,1,1009,1,1,3,2,1,1,45,2,1,2,2,2,2596,7160,2,False,15,3,1,2,1,2,3,1,0,0,0
50,True,1,959,0,1,4,1,4,1,81,3,2,0,3,0,4728,17251,4,True,14,3,4,0,5,4,3,0,0,0,0
33,False,1,970,0,7,3,0,4,0,30,3,2,0,2,1,4302,13401,1,False,17,3,3,1,4,3,3,3,2,0,2
34,False,2,697,1,3,4,0,3,1,40,2,1,1,4,1,2979,22478,4,False,17,3,4,3,6,2,3,0,0,0,0
48,False,2,1262,1,1,4,2,1,1,35,4,4,5,4,0,16885,16154,3,False,22,4,3,0,27,3,2,5,4,2,1
45,False,2,1050,0,9,4,0,2,0,65,2,2,0,3,1,5593,17970,2,False,13,3,4,1,15,2,3,15,10,4,12
52,False,0,994,1,7,4,0,2,1,87,3,3,4,2,0,10445,15322,8,False,19,3,4,0,18,4,3,8,6,4,0
38,False,0,770,0,10,4,3,3,1,73,2,3,0,3,2,8740,5569,1,True,14,3,2,2,9,2,3,8,7,2,7
29,False,0,1107,1,28,4,0,3,0,93,3,1,1,4,2,2514,26968,5,False,22,4,1,1,11,1,3,7,5,1,7
28,False,0,950,1,3,3,2,4,0,93,3,3,3,2,2,7655,8039,1,False,17,3,2,3,10,3,2,9,7,1,7
46,False,0,406,0,3,1,3,1,1,52,3,4,5,3,1,17465,15596,4,False,12,3,4,1,23,3,3,12,9,4,9
38,False,0,130,0,2,2,3,4,1,32,3,3,0,2,0,7351,20619,8,False,16,3,3,0,10,2,3,1,0,0,0
43,False,1,1082,1,27,3,0,3,0,83,3,3,3,1,1,10820,11535,9,False,11,3,3,1,18,1,3,8,7,0,1
39,True,1,203,1,2,3,0,1,1,84,3,4,4,4,2,12169,13547,8,False,11,3,4,3,21,4,3,18,7,11,5
40,False,0,1308,1,14,3,2,3,1,44,2,5,7,3,0,19626,17544,2,False,14,3,1,0,21,2,4,20,7,4,9
21,False,0,984,1,1,1,4,4,0,70,2,1,1,2,0,2070,25326,2,True,11,3,3,0,2,6,4,2,2,2,2
39,False,2,439,1,9,3,0,3,1,70,3,2,2,2,0,6782,8770,10,False,15,3,3,0,9,2,2,5,4,0,3
36,False,2,217,1,18,4,0,1,1,78,3,2,3,4,0,7779,23238,3,False,20,4,1,0,18,0,3,11,9,0,9
31,False,1,793,0,20,3,0,3,1,67,4,1,6,4,1,2791,21981,1,False,12,3,1,1,3,4,3,2,2,2,2
28,False,0,1451,1,2,1,0,1,1,67,2,1,1,2,1,3201,19911,1,False,17,3,1,0,6,2,1,5,3,0,4
35,False,1,1182,0,11,2,3,4,1,54,3,2,0,4,2,4968,18500,2,False,11,3,4,1,5,3,3,5,2,0,2
49,False,0,174,0,8,4,4,4,1,56,2,4,0,2,1,13120,11879,7,False,17,3,2,1,22,3,3,9,8,2,3
34,False,1,1003,1,2,2,0,4,1,95,3,2,3,3,0,4033,15834,3,False,11,3,4,0,5,3,2,3,2,0,2
29,False,1,490,1,10,3,0,4,0,61,3,1,1,2,2,3291,17940,1,False,14,3,4,2,8,2,2,7,5,1,1
42,False,0,188,1,29,3,2,2,1,56,1,2,2,4,0,4272,9558,5,False,19,3,1,0,16,3,3,1,0,0,0
29,False,0,718,1,8,1,2,2,1,79,2,2,3,4,1,5056,17689,2,True,15,3,3,1,10,2,2,10,7,1,2
38,False,0,433,2,1,3,5,3,1,37,4,1,8,3,1,2844,6004,2,False,13,3,4,1,7,2,4,7,6,5,0
28,False,1,773,1,6,3,0,3,1,39,2,1,1,3,2,2703,22088,2,True,14,3,4,1,3,2,3,3,1,0,2
18,True,2,247,1,8,1,2,3,1,80,3,1,2,3,0,1904,13556,2,False,12,3,4,0,0,0,3,0,0,0,0
33,True,0,603,0,9,4,3,1,0,77,3,2,0,1,0,8224,18385,1,True,17,3,1,0,6,3,3,5,2,0,3
41,False,0,167,1,12,4,0,2,1,46,3,1,2,4,1,4766,9051,4,True,11,3,1,1,6,4,3,1,0,0,0
31,True,1,874,1,15,3,2,3,1,72,3,1,2,3,1,2610,6233,2,False,12,3,3,1,2,5,2,2,2,2,2
37,False,0,367,1,25,2,2,3,0,52,2,2,4,4,2,5731,17171,8,False,13,3,3,2,9,2,3,6,2,1,3
27,False,0,199,1,6,3,0,4,1,55,2,1,1,3,1,2539,7950,2,False,13,3,3,1,4,0,3,4,2,2,2
34,False,0,1400,0,9,1,0,2,0,70,3,2,0,3,1,5714,5829,2,False,20,4,1,0,6,3,2,6,5,1,3
35,False,0,528,2,8,4,4,3,1,100,3,1,8,3,0,4323,7108,2,False,17,3,2,0,6,2,1,5,4,1,4
29,True,0,408,0,23,1,0,4,0,45,2,3,0,1,1,7336,11162,2,False,13,3,1,1,11,3,1,11,8,3,10
40,False,1,593,1,9,4,2,2,0,88,3,3,7,3,0,13499,13782,10,False,17,3,3,0,20,3,2,18,7,2,13
42,True,1,481,0,12,3,0,3,1,44,3,4,0,1,0,13758,2447,1,True,12,3,2,0,22,2,2,21,9,13,14
42,False,0,647,0,4,4,3,2,1,45,3,2,0,1,0,5155,2253,8,False,13,3,4,0,9,3,4,6,4,1,5
35,False,0,982,1,1,4,2,4,1,58,2,1,2,3,1,2258,16340,7,False,12,3,2,1,10,2,3,8,0,1,7
24,False,0,477,1,24,3,2,4,1,49,3,1,2,2,0,3597,6409,9,False,22,4,4,0,6,2,3,4,3,1,2
28,True,0,1485,1,12,1,0,3,0,79,3,1,2,4,1,2515,22955,2,True,11,3,4,0,1,4,2,1,1,0,0
26,False,0,1384,1,3,4,2,1,1,82,4,1,2,4,1,4420,13421,2,False,22,4,2,1,8,2,3,8,7,0,7
30,False,0,852,0,10,3,3,3,1,72,2,2,0,3,1,6578,2706,2,False,18,3,1,1,10,3,3,10,3,1,4
40,False,1,902,1,26,2,2,3,0,92,2,2,1,4,1,4422,21203,4,True,13,3,4,1,16,3,1,1,1,0,0
35,False,0,819,1,2,3,0,3,1,44,2,3,3,2,2,10274,19588,3,False,18,3,2,1,15,2,4,7,7,6,4
34,False,1,669,1,1,3,2,4,1,97,2,2,4,1,0,5343,25755,1,False,20,4,3,0,14,3,3,13,9,4,9
